EP.PerMonth,per month,в месяц,प्रति माह,por mes,por mês
EP.Months,months,месяцев,महीने,meses,meses
EP.Month3,months,месяца,महीने,meses,meses
OB.One,Learn the names and sounds of animals,Учим названия и звуки животных,नाम और जानवरों की आवाज़ जानें,Aprender los nombres y sonidos de animales,Saiba os nomes e sons de animais
OB.Two,Learning colors,Учим цвета,रंगों सीखना,Colores de aprendizaje,Cores aprendizagem
OB.Three,Learning numbers,Учим цифры,लर्निंग संख्या,Aprendizaje de los números,Números de aprendizagem
OB.ThreeButton,Start,Начать,शुरु,Сomienzo,Começar
Subscription.About,Thank you for subscription!,Спасибо за подписку!,सदस्यता के लिए धन्यवाद!,¡Gracias por la suscripción!,Obrigado por assinatura!
Subscription.Top,Congratulations!,Поздравляем!,बधाई हो!,¡Felicidades!,Parabéns!
EP.About1, Open all levels now!, Открыть все уровни прямо сейчас!, सभी स्तरों अब खोलें!, Abre todos los niveles ahora!, Abra todos os níveis agora!
EP.About2, New puzzles every week, Каждую неделю новые пазлы, हर हफ्ते एक नया पहेली, Cada semana un nuevo rompecabezas, Toda semana uma nova puzzles
EP.About3, Absolutely no ads!, Никакой рекламы!, अक्षम विज्ञापन!, Desactivar el anuncio!, Disable anúncio!
Divider.Animals,Animals,Животные,जानवरों,animales,animais
Divider.Cars,Cars,Машинки,कारें,coches,carros
Divider.Dinos,Dinos,Динозавры,डायनासोर,dinosaurios,dinossauros
Construction.One,"Sorry, this section is under construction","Извините, раздел находится в разработке","क्षमा करें, इस खंड निर्माणाधीन है","Lo sentimos, esta sección está en construcción","Desculpe, esta seção está em construção"
Construction.Two,"For you soon will open even more interesting and surprising, so stay tuned!","Скоро для вас откроется ещё больше интересного и удивительного, оставайтесь с нами!","आप के लिए जल्द ही और भी दिलचस्प और आश्चर्य की बात खुल जाएगा, इसलिए तैयार रहें!","Para que pronto se abrirá aún más interesante y sorprendente, así que estad atentos!","Para você em breve vai abrir ainda mais interessante e surpreendente, portanto, fique atento!"
NewEP.Top,Puzzles for kids,Пазлы для детей,बच्चों के लिए पहेलियाँ,Puzzles para niños,Quebra-cabeças para crianças
NewEP.About1,Learn colors,Изучайте цвета,रंगों जानें,Aprende los colores,Saiba cores
NewEP.About2,Learn numbers,Изучайте цифры,संख्या का अध्ययन,Estudiar los números,Estudar os números
NewEP.About3,Compare the sizes of objects,Сравнивайте размеры объектов,वस्तुओं के आकार की तुलना करें,Comparación de los tamaños de los objetos,Compare os tamanhos de objetos
NewEP.About4,Learn the names and sounds of animals,Изучайте названия и звуки животных,नाम और जानवरों की आवाज़ जानें,Aprender los nombres y sonidos de animales,Saiba os nomes e sons de animais
NewEP.About5,Develop attention and memory,Развивайте внимание и память,ध्यान और स्मृति का विकास,Desarrollar la atención y la memoria,Desenvolver a atenção e memória
NewEP.About6,Solve puzzles,Собирайте пазлы,पहेली को सुलझाने,Resolver los puzzles,Resolver quebra-cabeças
NewEP.Central,Try all the games with free subscription for three days,Попробовать все игры с бесплатной подпиской на три дня,तीन दिनों के लिए नि: शुल्क सदस्यता के साथ सभी खेल की कोशिश करो,Probar todos los juegos con suscripción gratuita durante tres días,Experimente todos os jogos com assinatura gratuita por três dias
NewEP.Try,Try 3 days for free,Попробовать 3 дня бесплатно,मुक्त करने के लिए 3 दिन का प्रयास करें,Trate de 3 días de forma gratuita,Tente 3 dias para livre
NewEP.Button,Continue,Продолжить,बढ़ना,Proceder,Prosseguir
NewEP.Disclaimer1, per month after the free period, в месяц после окончания бесплатного периода, प्रति माह की अवधि के बाद मुक्त, por mes después de que el período libre, por mês após o período gratuito
NewEP.Disclaimer2,Automatic billing,Автоматическое списание,स्वचालित बिलिंग,Facturación automática,Faturamento automático
NewEP.Disclaimer3,Subscriptions are paid in one payment,Подписки оплачиваются одним платежом,सदस्यता एक भुगतान में भुगतान कर रहे हैं,Las suscripciones son pagados en un solo pago,As subscrições são pagas em um pagamento
